filename,x,y,image_id
8985633_3115876_x384_y256_crop107.png,384,256,8985633_3115876
8985633_3115876_x0_y384_crop108.png,0,384,8985633_3115876
8985633_3115876_x128_y384_crop109.png,128,384,8985633_3115876
8985633_3115876_x256_y384_crop110.png,256,384,8985633_3115876
8985633_3115876_x384_y384_crop111.png,384,384,8985633_3115876
9004895_3099366_x0_y0_crop112.png,0,0,9004895_3099366
9004895_3099366_x128_y0_crop113.png,128,0,9004895_3099366
9004895_3099366_x256_y0_crop114.png,256,0,9004895_3099366
9004895_3099366_x384_y0_crop115.png,384,0,9004895_3099366
9004895_3099366_x0_y128_crop116.png,0,128,9004895_3099366
9004895_3099366_x128_y128_crop117.png,128,128,9004895_3099366
9004895_3099366_x256_y128_crop118.png,256,128,9004895_3099366
9004895_3099366_x384_y128_crop119.png,384,128,9004895_3099366
9004895_3099366_x0_y256_crop120.png,0,256,9004895_3099366
9004895_3099366_x128_y256_crop121.png,128,256,9004895_3099366
9004895_3099366_x256_y256_crop122.png,256,256,9004895_3099366
9004895_3099366_x384_y256_crop123.png,384,256,9004895_3099366
9004895_3099366_x0_y384_crop124.png,0,384,9004895_3099366
9004895_3099366_x128_y384_crop125.png,128,384,9004895_3099366
9004895_3099366_x256_y384_crop126.png,256,384,9004895_3099366
9004895_3099366_x384_y384_crop127.png,384,384,9004895_3099366
9013151_3110373_x0_y0_crop128.png,0,0,9013151_3110373
9013151_3110373_x128_y0_crop129.png,128,0,9013151_3110373
9013151_3110373_x256_y0_crop130.png,256,0,9013151_3110373
9013151_3110373_x384_y0_crop131.png,384,0,9013151_3110373
9013151_3110373_x0_y128_crop132.png,0,128,9013151_3110373
9013151_3110373_x128_y128_crop133.png,128,128,9013151_3110373
9013151_3110373_x256_y128_crop134.png,256,128,9013151_3110373
9013151_3110373_x384_y128_crop135.png,384,128,9013151_3110373
9013151_3110373_x0_y256_crop136.png,0,256,9013151_3110373
9013151_3110373_x128_y256_crop137.png,128,256,9013151_3110373
9013151_3110373_x256_y256_crop138.png,256,256,9013151_3110373
9013151_3110373_x384_y256_crop139.png,384,256,9013151_3110373
9013151_3110373_x0_y384_crop140.png,0,384,9013151_3110373
9013151_3110373_x128_y384_crop141.png,128,384,9013151_3110373
9013151_3110373_x256_y384_crop142.png,256,384,9013151_3110373
9013151_3110373_x384_y384_crop143.png,384,384,9013151_3110373
9032413_3080104_x0_y0_crop144.png,0,0,9032413_3080104
9032413_3080104_x128_y0_crop145.png,128,0,9032413_3080104
9032413_3080104_x256_y0_crop146.png,256,0,9032413_3080104
9032413_3080104_x384_y0_crop147.png,384,0,9032413_3080104
9032413_3080104_x0_y128_crop148.png,0,128,9032413_3080104
9032413_3080104_x128_y128_crop149.png,128,128,9032413_3080104
9032413_3080104_x256_y128_crop150.png,256,128,9032413_3080104
9032413_3080104_x384_y128_crop151.png,384,128,9032413_3080104
9032413_3080104_x0_y256_crop152.png,0,256,9032413_3080104
9032413_3080104_x128_y256_crop153.png,128,256,9032413_3080104
9032413_3080104_x256_y256_crop154.png,256,256,9032413_3080104
9032413_3080104_x384_y256_crop155.png,384,256,9032413_3080104
9032413_3080104_x0_y384_crop156.png,0,384,9032413_3080104
9032413_3080104_x128_y384_crop157.png,128,384,9032413_3080104
9032413_3080104_x256_y384_crop158.png,256,384,9032413_3080104
9032413_3080104_x384_y384_crop159.png,384,384,9032413_3080104
9032413_3085607_x0_y0_crop160.png,0,0,9032413_3085607
9032413_3085607_x128_y0_crop161.png,128,0,9032413_3085607
9032413_3085607_x256_y0_crop162.png,256,0,9032413_3085607
9032413_3085607_x384_y0_crop163.png,384,0,9032413_3085607
9032413_3085607_x0_y128_crop164.png,0,128,9032413_3085607
9032413_3085607_x128_y128_crop165.png,128,128,9032413_3085607
9032413_3085607_x256_y128_crop166.png,256,128,9032413_3085607
9032413_3085607_x384_y128_crop167.png,384,128,9032413_3085607
9032413_3085607_x0_y256_crop168.png,0,256,9032413_3085607
9032413_3085607_x128_y256_crop169.png,128,256,9032413_3085607
9032413_3085607_x256_y256_crop170.png,256,256,9032413_3085607
9032413_3085607_x384_y256_crop171.png,384,256,9032413_3085607
9032413_3085607_x0_y384_crop172.png,0,384,9032413_3085607
9032413_3085607_x128_y384_crop173.png,128,384,9032413_3085607
9032413_3085607_x256_y384_crop174.png,256,384,9032413_3085607
9032413_3085607_x384_y384_crop175.png,384,384,9032413_3085607
8991137_3088359_x0_y0_crop176.png,0,0,8991137_3088359
8991137_3088359_x128_y0_crop177.png,128,0,8991137_3088359
8991137_3088359_x256_y0_crop178.png,256,0,8991137_3088359
8991137_3088359_x384_y0_crop179.png,384,0,8991137_3088359
8991137_3088359_x0_y128_crop180.png,0,128,8991137_3088359
8991137_3088359_x128_y128_crop181.png,128,128,8991137_3088359
8991137_3088359_x256_y128_crop182.png,256,128,8991137_3088359
8991137_3088359_x384_y128_crop183.png,384,128,8991137_3088359
8991137_3088359_x0_y256_crop184.png,0,256,8991137_3088359
8991137_3088359_x128_y256_crop185.png,128,256,8991137_3088359
8991137_3088359_x256_y256_crop186.png,256,256,8991137_3088359
8991137_3088359_x384_y256_crop187.png,384,256,8991137_3088359
8991137_3088359_x0_y384_crop188.png,0,384,8991137_3088359
8991137_3088359_x128_y384_crop189.png,128,384,8991137_3088359
8991137_3088359_x256_y384_crop190.png,256,384,8991137_3088359
8991137_3088359_x384_y384_crop191.png,384,384,8991137_3088359
9035164_3104869_x0_y0_crop192.png,0,0,9035164_3104869
9035164_3104869_x128_y0_crop193.png,128,0,9035164_3104869
9035164_3104869_x256_y0_crop194.png,256,0,9035164_3104869
9035164_3104869_x384_y0_crop195.png,384,0,9035164_3104869
9035164_3104869_x0_y128_crop196.png,0,128,9035164_3104869
9035164_3104869_x128_y128_crop197.png,128,128,9035164_3104869
9035164_3104869_x256_y128_crop198.png,256,128,9035164_3104869
9035164_3104869_x384_y128_crop199.png,384,128,9035164_3104869
9035164_3104869_x0_y256_crop200.png,0,256,9035164_3104869
9035164_3104869_x128_y256_crop201.png,128,256,9035164_3104869
9035164_3104869_x256_y256_crop202.png,256,256,9035164_3104869
9035164_3104869_x384_y256_crop203.png,384,256,9035164_3104869
9035164_3104869_x0_y384_crop204.png,0,384,9035164_3104869
9035164_3104869_x128_y384_crop205.png,128,384,9035164_3104869
9035164_3104869_x256_y384_crop206.png,256,384,9035164_3104869
9035164_3104869_x384_y384_crop207.png,384,384,9035164_3104869
8988385_3085607_x0_y0_crop208.png,0,0,8988385_3085607
8988385_3085607_x128_y0_crop209.png,128,0,8988385_3085607
8988385_3085607_x256_y0_crop210.png,256,0,8988385_3085607
8988385_3085607_x384_y0_crop211.png,384,0,8988385_3085607
8988385_3085607_x0_y128_crop212.png,0,128,8988385_3085607
8988385_3085607_x128_y128_crop213.png,128,128,8988385_3085607
8988385_3085607_x256_y128_crop214.png,256,128,8988385_3085607
8988385_3085607_x384_y128_crop215.png,384,128,8988385_3085607
8988385_3085607_x0_y256_crop216.png,0,256,8988385_3085607
8988385_3085607_x128_y256_crop217.png,128,256,8988385_3085607
8988385_3085607_x256_y256_crop218.png,256,256,8988385_3085607
8988385_3085607_x384_y256_crop219.png,384,256,8988385_3085607
8988385_3085607_x0_y384_crop220.png,0,384,8988385_3085607
8988385_3085607_x128_y384_crop221.png,128,384,8988385_3085607
8988385_3085607_x256_y384_crop222.png,256,384,8988385_3085607
8988385_3085607_x384_y384_crop223.png,384,384,8988385_3085607
8980130_3096614_x0_y0_crop224.png,0,0,8980130_3096614
8980130_3096614_x128_y0_crop225.png,128,0,8980130_3096614
8980130_3096614_x256_y0_crop226.png,256,0,8980130_3096614
8980130_3096614_x384_y0_crop227.png,384,0,8980130_3096614
8980130_3096614_x0_y128_crop228.png,0,128,8980130_3096614
8980130_3096614_x128_y128_crop229.png,128,128,8980130_3096614
8980130_3096614_x256_y128_crop230.png,256,128,8980130_3096614
8980130_3096614_x384_y128_crop231.png,384,128,8980130_3096614
8980130_3096614_x0_y256_crop232.png,0,256,8980130_3096614
8980130_3096614_x128_y256_crop233.png,128,256,8980130_3096614
8980130_3096614_x256_y256_crop234.png,256,256,8980130_3096614
8980130_3096614_x384_y256_crop235.png,384,256,8980130_3096614
8980130_3096614_x0_y384_crop236.png,0,384,8980130_3096614
8980130_3096614_x128_y384_crop237.png,128,384,8980130_3096614
8980130_3096614_x256_y384_crop238.png,256,384,8980130_3096614
8980130_3096614_x384_y384_crop239.png,384,384,8980130_3096614
9026909_3107621_x0_y0_crop240.png,0,0,9026909_3107621
9026909_3107621_x128_y0_crop241.png,128,0,9026909_3107621
9026909_3107621_x256_y0_crop242.png,256,0,9026909_3107621
9026909_3107621_x384_y0_crop243.png,384,0,9026909_3107621
9026909_3107621_x0_y128_crop244.png,0,128,9026909_3107621
9026909_3107621_x128_y128_crop245.png,128,128,9026909_3107621
9026909_3107621_x256_y128_crop246.png,256,128,9026909_3107621
9026909_3107621_x384_y128_crop247.png,384,128,9026909_3107621
9026909_3107621_x0_y256_crop248.png,0,256,9026909_3107621
9026909_3107621_x128_y256_crop249.png,128,256,9026909_3107621
9026909_3107621_x256_y256_crop250.png,256,256,9026909_3107621
9026909_3107621_x384_y256_crop251.png,384,256,9026909_3107621
9026909_3107621_x0_y384_crop252.png,0,384,9026909_3107621
9026909_3107621_x128_y384_crop253.png,128,384,9026909_3107621
9026909_3107621_x256_y384_crop254.png,256,384,9026909_3107621
9026909_3107621_x384_y384_crop255.png,384,384,9026909_3107621
8999392_3088359_x0_y0_crop256.png,0,0,8999392_3088359
8999392_3088359_x128_y0_crop257.png,128,0,8999392_3088359
8999392_3088359_x256_y0_crop258.png,256,0,8999392_3088359
8999392_3088359_x384_y0_crop259.png,384,0,8999392_3088359
8999392_3088359_x0_y128_crop260.png,0,128,8999392_3088359
8999392_3088359_x128_y128_crop261.png,128,128,8999392_3088359
8999392_3088359_x256_y128_crop262.png,256,128,8999392_3088359
8999392_3088359_x384_y128_crop263.png,384,128,8999392_3088359
8999392_3088359_x0_y256_crop264.png,0,256,8999392_3088359
8999392_3088359_x128_y256_crop265.png,128,256,8999392_3088359
8999392_3088359_x256_y256_crop266.png,256,256,8999392_3088359
8999392_3088359_x384_y256_crop267.png,384,256,8999392_3088359
8999392_3088359_x0_y384_crop268.png,0,384,8999392_3088359
8999392_3088359_x128_y384_crop269.png,128,384,8999392_3088359
8999392_3088359_x256_y384_crop270.png,256,384,8999392_3088359
8999392_3088359_x384_y384_crop271.png,384,384,8999392_3088359
9026909_3124131_x0_y0_crop272.png,0,0,9026909_3124131
9026909_3124131_x128_y0_crop273.png,128,0,9026909_3124131
9026909_3124131_x256_y0_crop274.png,256,0,9026909_3124131
9026909_3124131_x384_y0_crop275.png,384,0,9026909_3124131
9026909_3124131_x0_y128_crop276.png,0,128,9026909_3124131
9026909_3124131_x128_y128_crop277.png,128,128,9026909_3124131
9026909_3124131_x256_y128_crop278.png,256,128,9026909_3124131
9026909_3124131_x384_y128_crop279.png,384,128,9026909_3124131
9026909_3124131_x0_y256_crop280.png,0,256,9026909_3124131
9026909_3124131_x128_y256_crop281.png,128,256,9026909_3124131
9026909_3124131_x256_y256_crop282.png,256,256,9026909_3124131
9026909_3124131_x384_y256_crop283.png,384,256,9026909_3124131
9026909_3124131_x0_y384_crop284.png,0,384,9026909_3124131
9026909_3124131_x128_y384_crop285.png,128,384,9026909_3124131
9026909_3124131_x256_y384_crop286.png,256,384,9026909_3124131
9026909_3124131_x384_y384_crop287.png,384,384,9026909_3124131
8991137_3077352_x0_y0_crop288.png,0,0,8991137_3077352
8991137_3077352_x128_y0_crop289.png,128,0,8991137_3077352
8991137_3077352_x256_y0_crop290.png,256,0,8991137_3077352
8991137_3077352_x384_y0_crop291.png,384,0,8991137_3077352
8991137_3077352_x0_y128_crop292.png,0,128,8991137_3077352
8991137_3077352_x128_y128_crop293.png,128,128,8991137_3077352
8991137_3077352_x256_y128_crop294.png,256,128,8991137_3077352
8991137_3077352_x384_y128_crop295.png,384,128,8991137_3077352
8991137_3077352_x0_y256_crop296.png,0,256,8991137_3077352
8991137_3077352_x128_y256_crop297.png,128,256,8991137_3077352
8991137_3077352_x256_y256_crop298.png,256,256,8991137_3077352
8991137_3077352_x384_y256_crop299.png,384,256,8991137_3077352
8991137_3077352_x0_y384_crop300.png,0,384,8991137_3077352
8991137_3077352_x128_y384_crop301.png,128,384,8991137_3077352
8991137_3077352_x256_y384_crop302.png,256,384,8991137_3077352
8991137_3077352_x384_y384_crop303.png,384,384,8991137_3077352
8988385_3093862_x0_y0_crop304.png,0,0,8988385_3093862
8988385_3093862_x128_y0_crop305.png,128,0,8988385_3093862
8988385_3093862_x256_y0_crop306.png,256,0,8988385_3093862
8988385_3093862_x384_y0_crop307.png,384,0,8988385_3093862
8988385_3093862_x0_y128_crop308.png,0,128,8988385_3093862
8988385_3093862_x128_y128_crop309.png,128,128,8988385_3093862
8988385_3093862_x256_y128_crop310.png,256,128,8988385_3093862
8988385_3093862_x384_y128_crop311.png,384,128,8988385_3093862
8988385_3093862_x0_y256_crop312.png,0,256,8988385_3093862
8988385_3093862_x128_y256_crop313.png,128,256,8988385_3093862
8988385_3093862_x256_y256_crop314.png,256,256,8988385_3093862
8988385_3093862_x384_y256_crop315.png,384,256,8988385_3093862
8988385_3093862_x0_y384_crop316.png,0,384,8988385_3093862
8988385_3093862_x128_y384_crop317.png,128,384,8988385_3093862
8988385_3093862_x256_y384_crop318.png,256,384,8988385_3093862
8988385_3093862_x384_y384_crop319.png,384,384,8988385_3093862
8993888_3082855_x0_y0_crop320.png,0,0,8993888_3082855
8993888_3082855_x128_y0_crop321.png,128,0,8993888_3082855
8993888_3082855_x256_y0_crop322.png,256,0,8993888_3082855
8993888_3082855_x384_y0_crop323.png,384,0,8993888_3082855
8993888_3082855_x0_y128_crop324.png,0,128,8993888_3082855
8993888_3082855_x128_y128_crop325.png,128,128,8993888_3082855
8993888_3082855_x256_y128_crop326.png,256,128,8993888_3082855
8993888_3082855_x384_y128_crop327.png,384,128,8993888_3082855
8993888_3082855_x0_y256_crop328.png,0,256,8993888_3082855
8993888_3082855_x128_y256_crop329.png,128,256,8993888_3082855
8993888_3082855_x256_y256_crop330.png,256,256,8993888_3082855
8993888_3082855_x384_y256_crop331.png,384,256,8993888_3082855
8993888_3082855_x0_y384_crop332.png,0,384,8993888_3082855
8993888_3082855_x128_y384_crop333.png,128,384,8993888_3082855
8993888_3082855_x256_y384_crop334.png,256,384,8993888_3082855
8993888_3082855_x384_y384_crop335.png,384,384,8993888_3082855
8991137_3096614_x0_y0_crop336.png,0,0,8991137_3096614
8991137_3096614_x128_y0_crop337.png,128,0,8991137_3096614
8991137_3096614_x256_y0_crop338.png,256,0,8991137_3096614
8991137_3096614_x384_y0_crop339.png,384,0,8991137_3096614
8991137_3096614_x0_y128_crop340.png,0,128,8991137_3096614
8991137_3096614_x128_y128_crop341.png,128,128,8991137_3096614
8991137_3096614_x256_y128_crop342.png,256,128,8991137_3096614
8991137_3096614_x384_y128_crop343.png,384,128,8991137_3096614
8991137_3096614_x0_y256_crop344.png,0,256,8991137_3096614
8991137_3096614_x128_y256_crop345.png,128,256,8991137_3096614
8991137_3096614_x256_y256_crop346.png,256,256,8991137_3096614
8991137_3096614_x384_y256_crop347.png,384,256,8991137_3096614
8991137_3096614_x0_y384_crop348.png,0,384,8991137_3096614
8991137_3096614_x128_y384_crop349.png,128,384,8991137_3096614
8991137_3096614_x256_y384_crop350.png,256,384,8991137_3096614
8991137_3096614_x384_y384_crop351.png,384,384,8991137_3096614
9010399_3077352_x0_y0_crop352.png,0,0,9010399_3077352
9010399_3077352_x128_y0_crop353.png,128,0,9010399_3077352
9010399_3077352_x256_y0_crop354.png,256,0,9010399_3077352
9010399_3077352_x384_y0_crop355.png,384,0,9010399_3077352
9010399_3077352_x0_y128_crop356.png,0,128,9010399_3077352
9010399_3077352_x128_y128_crop357.png,128,128,9010399_3077352
9010399_3077352_x256_y128_crop358.png,256,128,9010399_3077352
9010399_3077352_x384_y128_crop359.png,384,128,9010399_3077352
9010399_3077352_x0_y256_crop360.png,0,256,9010399_3077352
9010399_3077352_x128_y256_crop361.png,128,256,9010399_3077352
9010399_3077352_x256_y256_crop362.png,256,256,9010399_3077352
9010399_3077352_x384_y256_crop363.png,384,256,9010399_3077352
9010399_3077352_x0_y384_crop364.png,0,384,9010399_3077352
9010399_3077352_x128_y384_crop365.png,128,384,9010399_3077352
9010399_3077352_x256_y384_crop366.png,256,384,9010399_3077352
9010399_3077352_x384_y384_crop367.png,384,384,9010399_3077352
9007647_3093862_x0_y0_crop368.png,0,0,9007647_3093862
9007647_3093862_x128_y0_crop369.png,128,0,9007647_3093862
9007647_3093862_x256_y0_crop370.png,256,0,9007647_3093862
9007647_3093862_x384_y0_crop371.png,384,0,9007647_3093862
9007647_3093862_x0_y128_crop372.png,0,128,9007647_3093862
9007647_3093862_x128_y128_crop373.png,128,128,9007647_3093862
9007647_3093862_x256_y128_crop374.png,256,128,9007647_3093862
9007647_3093862_x384_y128_crop375.png,384,128,9007647_3093862
9007647_3093862_x0_y256_crop376.png,0,256,9007647_3093862
9007647_3093862_x128_y256_crop377.png,128,256,9007647_3093862
9007647_3093862_x256_y256_crop378.png,256,256,9007647_3093862
9007647_3093862_x384_y256_crop379.png,384,256,9007647_3093862
9007647_3093862_x0_y384_crop380.png,0,384,9007647_3093862
9007647_3093862_x128_y384_crop381.png,128,384,9007647_3093862
9007647_3093862_x256_y384_crop382.png,256,384,9007647_3093862
9007647_3093862_x384_y384_crop383.png,384,384,9007647_3093862
8991137_3124131_x0_y0_crop384.png,0,0,8991137_3124131
8991137_3124131_x128_y0_crop385.png,128,0,8991137_3124131
8991137_3124131_x256_y0_crop386.png,256,0,8991137_3124131
8991137_3124131_x384_y0_crop387.png,384,0,8991137_3124131
8991137_3124131_x0_y128_crop388.png,0,128,8991137_3124131
8991137_3124131_x128_y128_crop389.png,128,128,8991137_3124131
8991137_3124131_x256_y128_crop390.png,256,128,8991137_3124131
8991137_3124131_x384_y128_crop391.png,384,128,8991137_3124131
8991137_3124131_x0_y256_crop392.png,0,256,8991137_3124131
8991137_3124131_x128_y256_crop393.png,128,256,8991137_3124131
8991137_3124131_x256_y256_crop394.png,256,256,8991137_3124131
8991137_3124131_x384_y256_crop395.png,384,256,8991137_3124131
8991137_3124131_x0_y384_crop396.png,0,384,8991137_3124131
8991137_3124131_x128_y384_crop397.png,128,384,8991137_3124131
8991137_3124131_x256_y384_crop398.png,256,384,8991137_3124131
8991137_3124131_x384_y384_crop399.png,384,384,8991137_3124131
9032413_3140642_x0_y0_crop400.png,0,0,9032413_3140642
9032413_3140642_x128_y0_crop401.png,128,0,9032413_3140642
9032413_3140642_x256_y0_crop402.png,256,0,9032413_3140642
9032413_3140642_x384_y0_crop403.png,384,0,9032413_3140642
9032413_3140642_x0_y128_crop404.png,0,128,9032413_3140642
9032413_3140642_x128_y128_crop405.png,128,128,9032413_3140642
9032413_3140642_x256_y128_crop406.png,256,128,9032413_3140642
9032413_3140642_x384_y128_crop407.png,384,128,9032413_3140642
9032413_3140642_x0_y256_crop408.png,0,256,9032413_3140642
9032413_3140642_x128_y256_crop409.png,128,256,9032413_3140642
9032413_3140642_x256_y256_crop410.png,256,256,9032413_3140642
9032413_3140642_x384_y256_crop411.png,384,256,9032413_3140642
9032413_3140642_x0_y384_crop412.png,0,384,9032413_3140642
9032413_3140642_x128_y384_crop413.png,128,384,9032413_3140642
9032413_3140642_x256_y384_crop414.png,256,384,9032413_3140642
9032413_3140642_x384_y384_crop415.png,384,384,9032413_3140642
9021406_3093862_x0_y0_crop416.png,0,0,9021406_3093862
9021406_3093862_x128_y0_crop417.png,128,0,9021406_3093862
9021406_3093862_x256_y0_crop418.png,256,0,9021406_3093862
9021406_3093862_x384_y0_crop419.png,384,0,9021406_3093862
9021406_3093862_x0_y128_crop420.png,0,128,9021406_3093862
9021406_3093862_x128_y128_crop421.png,128,128,9021406_3093862
9021406_3093862_x256_y128_crop422.png,256,128,9021406_3093862
9021406_3093862_x384_y128_crop423.png,384,128,9021406_3093862
9021406_3093862_x0_y256_crop424.png,0,256,9021406_3093862
9021406_3093862_x128_y256_crop425.png,128,256,9021406_3093862
9021406_3093862_x256_y256_crop426.png,256,256,9021406_3093862
9021406_3093862_x384_y256_crop427.png,384,256,9021406_3093862
9021406_3093862_x0_y384_crop428.png,0,384,9021406_3093862
9021406_3093862_x128_y384_crop429.png,128,384,9021406_3093862
9021406_3093862_x256_y384_crop430.png,256,384,9021406_3093862
9021406_3093862_x384_y384_crop431.png,384,384,9021406_3093862
9032413_3096614_x0_y0_crop432.png,0,0,9032413_3096614
9032413_3096614_x128_y0_crop433.png,128,0,9032413_3096614
9032413_3096614_x256_y0_crop434.png,256,0,9032413_3096614
9032413_3096614_x384_y0_crop435.png,384,0,9032413_3096614
