filename,cx,cy,label
8629742_3356194_pos0_crop46.png,526,560,1
8629742_3356194_pos1_crop47.png,32,540,1
8629742_3356194_pos2_crop48.png,420,511,1
8629742_3356194_pos3_crop49.png,409,412,1
8632494_3347939_pos0_crop50.png,526,280,1
8632494_3347939_pos1_crop51.png,463,276,1
8632494_3347939_pos2_crop52.png,544,62,1
8632494_3347939_pos3_crop53.png,345,13,1
8615984_3298408_pos0_crop54.png,80,373,1
8615984_3298408_pos1_crop55.png,114,614,1
8621487_3281897_pos0_crop56.png,133,521,1
8621487_3281897_pos1_crop57.png,108,512,1
8621487_3281897_pos2_crop58.png,59,506,1
8621487_3281897_pos3_crop59.png,378,561,1
8621487_3281897_pos4_crop60.png,160,504,1
8607729_3347939_pos0_crop61.png,136,466,1
8607729_3347939_pos1_crop62.png,108,439,1
8607729_3347939_pos2_crop63.png,422,411,1
8607729_3347939_pos3_crop64.png,75,391,1
8607729_3347939_pos4_crop65.png,305,337,1
8607729_3347939_pos5_crop66.png,91,305,1
8607729_3347939_pos6_crop67.png,240,128,1
8607729_3347939_pos7_crop68.png,381,106,1
8607729_3347939_pos8_crop69.png,178,100,1
8607729_3347939_pos9_crop70.png,324,91,1
8607729_3347939_pos10_crop71.png,438,68,1
8607729_3347939_pos11_crop72.png,349,59,1
8607729_3347939_pos12_crop73.png,146,30,1
8607729_3347939_pos13_crop74.png,77,21,1
8607729_3358946_pos0_crop75.png,42,330,1
8615984_3367201_pos0_crop76.png,330,615,1
8615984_3367201_pos1_crop77.png,312,601,1
8615984_3367201_pos2_crop78.png,398,146,1
8610480_3342435_pos0_crop79.png,511,239,1
8610480_3342435_pos1_crop80.png,581,124,1
8610480_3342435_pos2_crop81.png,357,334,1
8610480_3342435_pos3_crop82.png,331,329,1
8610480_3342435_pos4_crop83.png,381,129,1
8610480_3342435_pos5_crop84.png,489,109,1
8610480_3342435_pos6_crop85.png,419,62,1
8610480_3342435_pos7_crop86.png,606,86,1
8632494_3298408_pos0_crop87.png,532,211,1
8626991_3356194_pos0_crop88.png,608,540,1
8599473_3361698_pos0_crop89.png,372,544,1
8599473_3361698_pos1_crop90.png,613,475,1
8599473_3361698_pos2_crop91.png,477,386,1
8599473_3361698_pos3_crop92.png,345,340,1
8599473_3361698_pos4_crop93.png,559,335,1
8599473_3361698_pos5_crop94.png,421,203,1
8599473_3361698_pos6_crop95.png,241,196,1
8599473_3361698_pos7_crop96.png,468,159,1
8599473_3361698_pos8_crop97.png,349,153,1
8599473_3361698_pos9_crop98.png,364,57,1
8629742_3323173_pos0_crop99.png,518,217,1
8629742_3323173_pos1_crop100.png,553,94,1
8640749_3281897_pos0_crop101.png,144,424,1
8640749_3281897_pos1_crop102.png,119,417,1
8558197_3356194_pos0_crop103.png,266,550,1
8558197_3356194_pos1_crop104.png,256,511,1
8558197_3356194_pos2_crop105.png,315,440,1
8558197_3356194_pos3_crop106.png,542,255,1
8604977_3347939_pos0_crop107.png,521,503,1
8604977_3350691_pos0_crop108.png,201,272,1
8604977_3350691_pos1_crop109.png,394,101,1
8604977_3350691_pos2_crop110.png,567,121,1
8604977_3350691_pos3_crop111.png,548,63,1
8618735_3369953_pos0_crop112.png,213,573,1
8618735_3369953_pos1_crop113.png,465,545,1
8618735_3369953_pos2_crop114.png,432,527,1
8618735_3369953_pos3_crop115.png,282,439,1
8618735_3369953_pos4_crop116.png,289,396,1
8618735_3369953_pos5_crop117.png,377,233,1
8618735_3369953_pos6_crop118.png,509,225,1
8618735_3369953_pos7_crop119.png,334,210,1
8618735_3369953_pos8_crop120.png,574,196,1
8613232_3287401_pos0_crop121.png,285,543,1
8613232_3287401_pos1_crop122.png,258,530,1
8618735_3279146_pos0_crop123.png,30,308,1
8618735_3279146_pos1_crop124.png,43,175,1
8618735_3279146_pos2_crop125.png,204,147,1
8618735_3279146_pos3_crop126.png,21,123,1
8618735_3279146_pos4_crop127.png,331,628,1
8618735_3279146_pos5_crop128.png,600,513,1
8637998_3345187_pos0_crop129.png,485,149,1
8637998_3345187_pos1_crop130.png,349,132,1
8637998_3345187_pos2_crop131.png,264,26,1
8615984_3347939_pos0_crop132.png,221,380,1
8640749_3306663_pos0_crop133.png,588,427,1
8558197_3367201_pos0_crop134.png,437,625,1
8558197_3367201_pos1_crop135.png,203,609,1
8558197_3367201_pos2_crop136.png,260,599,1
8558197_3367201_pos3_crop137.png,451,570,1
8558197_3367201_pos4_crop138.png,212,528,1
8558197_3367201_pos5_crop139.png,35,523,1
8558197_3367201_pos6_crop140.png,245,506,1
8558197_3367201_pos7_crop141.png,460,504,1
8558197_3367201_pos8_crop142.png,236,445,1
8621487_3361698_pos0_crop143.png,486,560,1
8621487_3353442_pos0_crop144.png,474,32,1
8615984_3369953_pos0_crop145.png,538,279,1
8558197_3364449_pos0_crop146.png,345,183,1
8558197_3364449_pos1_crop147.png,40,142,1
8558197_3364449_pos2_crop148.png,104,142,1
8558197_3364449_pos3_crop149.png,353,139,1
8558197_3364449_pos4_crop150.png,269,105,1
8558197_3364449_pos5_crop151.png,437,49,1
8558197_3364449_pos6_crop152.png,203,33,1
8558197_3364449_pos7_crop153.png,260,23,1
8615984_3281897_pos0_crop154.png,460,613,1
8615984_3281897_pos1_crop155.png,346,606,1
8615984_3281897_pos2_crop156.png,356,571,1
8615984_3281897_pos3_crop157.png,469,568,1
8615984_3281897_pos4_crop158.png,524,523,1
8615984_3281897_pos5_crop159.png,455,510,1
8577459_3287401_pos0_crop160.png,384,454,1
8577459_3287401_pos1_crop161.png,368,446,1
8577459_3287401_pos2_crop162.png,457,374,1
8607729_3345187_pos0_crop163.png,607,205,1
8607729_3345187_pos1_crop164.png,221,146,1
8607729_3345187_pos2_crop165.png,363,117,1
8637998_3309415_pos0_crop166.png,271,220,1
8624239_3350691_pos0_crop167.png,520,259,1
8624239_3350691_pos1_crop168.png,278,141,1
8618735_3358946_pos0_crop169.png,543,581,1
8615984_3358946_pos0_crop170.png,18,595,1
8560949_3367201_pos0_crop171.png,469,508,1
8560949_3367201_pos1_crop172.png,382,504,1
8560949_3367201_pos2_crop173.png,617,487,1
8560949_3367201_pos3_crop174.png,591,444,1
8560949_3367201_pos4_crop175.png,572,444,1
8560949_3367201_pos5_crop176.png,517,420,1
8560949_3367201_pos6_crop177.png,309,404,1
8560949_3367201_pos7_crop178.png,193,402,1
8560949_3367201_pos8_crop179.png,615,377,1
8560949_3367201_pos9_crop180.png,561,376,1
8560949_3367201_pos10_crop181.png,274,352,1
8560949_3367201_pos11_crop182.png,335,343,1
8560949_3367201_pos12_crop183.png,167,329,1
8560949_3367201_pos13_crop184.png,264,257,1
8560949_3367201_pos14_crop185.png,595,254,1
8560949_3367201_pos15_crop186.png,425,245,1
8560949_3367201_pos16_crop187.png,396,188,1
8560949_3367201_pos17_crop188.png,143,86,1
8563701_3339684_pos0_crop189.png,302,119,1
8563701_3339684_pos1_crop190.png,208,116,1
8602225_3361698_pos0_crop191.png,37,475,1
8602225_3361698_pos1_crop192.png,56,394,1
8602225_3361698_pos2_crop193.png,121,299,1
8602225_3361698_pos3_crop194.png,110,263,1
8602225_3361698_pos4_crop195.png,182,234,1
8602225_3361698_pos5_crop196.png,170,178,1
8618735_3342435_pos0_crop197.png,58,606,1
8618735_3342435_pos1_crop198.png,280,620,1
8618735_3342435_pos2_crop199.png,423,541,1
8618735_3342435_pos3_crop200.png,293,506,1
8618735_3342435_pos4_crop201.png,371,451,1
8618735_3342435_pos5_crop202.png,151,566,1
8618735_3342435_pos6_crop203.png,103,555,1
8618735_3342435_pos7_crop204.png,51,456,1
8618735_3342435_pos8_crop205.png,223,437,1
8618735_3342435_pos9_crop206.png,259,357,1
8618735_3342435_pos10_crop207.png,246,348,1
8618735_3342435_pos11_crop208.png,65,345,1
8618735_3342435_pos12_crop209.png,148,297,1
8618735_3342435_pos13_crop210.png,112,257,1
8618735_3342435_pos14_crop211.png,173,225,1
8618735_3342435_pos15_crop212.png,370,358,1
8618735_3342435_pos16_crop213.png,484,298,1
8618735_3342435_pos17_crop214.png,283,266,1
8618735_3342435_pos18_crop215.png,363,245,1
8618735_3342435_pos19_crop216.png,616,218,1
8618735_3342435_pos20_crop217.png,569,217,1
8618735_3342435_pos21_crop218.png,328,215,1
8618735_3342435_pos22_crop219.png,335,184,1
8618735_3342435_pos23_crop220.png,376,110,1
8618735_3342435_pos24_crop221.png,458,101,1
8618735_3342435_pos25_crop222.png,601,94,1
8618735_3342435_pos26_crop223.png,276,18,1
8618735_3342435_pos27_crop224.png,263,104,1
8596722_3372705_pos0_crop225.png,488,428,1
8596722_3372705_pos1_crop226.png,405,417,1
8596722_3372705_pos2_crop227.png,389,351,1
8596722_3372705_pos3_crop228.png,538,266,1
8596722_3372705_pos4_crop229.png,561,244,1
8618735_3281897_pos0_crop230.png,158,256,1
8618735_3281897_pos1_crop231.png,486,505,1
8560949_3372705_pos0_crop232.png,24,27,1
8618735_3290153_pos0_crop233.png,169,87,1
8621487_3345187_pos0_crop234.png,188,567,1
8621487_3345187_pos1_crop235.png,226,529,1
8621487_3345187_pos2_crop236.png,87,501,1
8621487_3345187_pos3_crop237.png,34,487,1
8621487_3345187_pos4_crop238.png,370,624,1
8621487_3345187_pos5_crop239.png,371,623,1
8621487_3345187_pos6_crop240.png,356,604,1
8621487_3345187_pos7_crop241.png,308,563,1
8621487_3345187_pos8_crop242.png,364,520,1
8621487_3345187_pos9_crop243.png,321,449,1
8621487_3345187_pos10_crop244.png,349,403,1
8621487_3345187_pos11_crop245.png,452,309,1
8621487_3345187_pos12_crop246.png,388,296,1
8621487_3345187_pos13_crop247.png,250,440,1
8621487_3345187_pos14_crop248.png,114,434,1
8621487_3345187_pos15_crop249.png,115,433,1
8621487_3345187_pos16_crop250.png,151,378,1
8621487_3345187_pos17_crop251.png,195,370,1
8621487_3345187_pos18_crop252.png,164,363,1
8621487_3345187_pos19_crop253.png,117,317,1
8621487_3345187_pos20_crop254.png,202,293,1
8621487_3345187_pos21_crop255.png,176,180,1
8621487_3345187_pos22_crop256.png,313,250,1
8621487_3345187_pos23_crop257.png,245,178,1
8621487_3345187_pos24_crop258.png,83,157,1
8621487_3345187_pos25_crop259.png,161,147,1
8621487_3345187_pos26_crop260.png,124,70,1
8604977_3369953_pos0_crop261.png,136,575,1
8604977_3369953_pos1_crop262.png,187,497,1
8596722_3369953_pos0_crop263.png,293,389,1
8596722_3369953_pos1_crop264.png,429,308,1
8596722_3369953_pos2_crop265.png,494,268,1
8596722_3369953_pos3_crop266.png,533,204,1
8596722_3369953_pos4_crop267.png,604,183,1
8596722_3369953_pos5_crop268.png,327,151,1
8596722_3369953_pos6_crop269.png,227,384,1
8596722_3369953_pos7_crop270.png,138,296,1
8596722_3369953_pos8_crop271.png,243,265,1
8596722_3369953_pos9_crop272.png,190,193,1
8613232_3345187_pos0_crop273.png,218,329,1
8613232_3345187_pos1_crop274.png,242,307,1
8613232_3345187_pos2_crop275.png,241,306,1
8613232_3345187_pos3_crop276.png,213,249,1
8613232_3345187_pos4_crop277.png,353,240,1
8613232_3345187_pos5_crop278.png,125,235,1
8613232_3345187_pos6_crop279.png,399,229,1
8613232_3345187_pos7_crop280.png,260,182,1
8613232_3345187_pos8_crop281.png,170,174,1
8613232_3345187_pos9_crop282.png,202,151,1
8613232_3345187_pos10_crop283.png,387,128,1
8613232_3345187_pos11_crop284.png,105,99,1
8604977_3279146_pos0_crop285.png,233,154,1
8626991_3347939_pos0_crop286.png,575,82,1
8560949_3369953_pos0_crop287.png,566,580,1
8560949_3369953_pos1_crop288.png,566,539,1
8560949_3369953_pos2_crop289.png,319,530,1
8560949_3369953_pos3_crop290.png,183,519,1
8560949_3369953_pos4_crop291.png,540,505,1
8560949_3369953_pos5_crop292.png,405,422,1
8560949_3369953_pos6_crop293.png,364,417,1
8560949_3369953_pos7_crop294.png,529,410,1
8560949_3369953_pos8_crop295.png,597,371,1
8637998_3317670_pos0_crop296.png,465,460,1
8637998_3317670_pos1_crop297.png,500,432,1
8574708_3361698_pos0_crop298.png,622,607,1
8574708_3361698_pos1_crop299.png,437,493,1
8574708_3361698_pos2_crop300.png,581,366,1
8574708_3361698_pos3_crop301.png,351,308,1
8574708_3361698_pos4_crop302.png,244,257,1
8574708_3361698_pos5_crop303.png,573,224,1
8574708_3361698_pos6_crop304.png,631,49,1
8629742_3339684_pos0_crop305.png,241,63,1
8624239_3358946_pos0_crop306.png,221,550,1
8624239_3358946_pos1_crop307.png,408,514,1
8624239_3358946_pos2_crop308.png,282,460,1
8635246_3347939_pos0_crop309.png,285,518,1
8635246_3347939_pos1_crop310.png,461,496,1
8635246_3347939_pos2_crop311.png,124,473,1
8635246_3347939_pos3_crop312.png,184,439,1
8635246_3347939_pos4_crop313.png,163,423,1
8635246_3347939_pos5_crop314.png,212,348,1
8635246_3347939_pos6_crop315.png,428,403,1
8635246_3347939_pos7_crop316.png,394,325,1
8635246_3347939_pos8_crop317.png,340,190,1
8599473_3364449_pos0_crop318.png,182,499,1
8599473_3364449_pos1_crop319.png,305,474,1
8599473_3364449_pos2_crop320.png,263,356,1
8599473_3364449_pos3_crop321.png,463,325,1
8599473_3364449_pos4_crop322.png,310,191,1
8599473_3364449_pos5_crop323.png,388,96,1
8599473_3364449_pos6_crop324.png,451,72,1
8602225_3358946_pos0_crop325.png,620,617,1
8618735_3339684_pos0_crop326.png,80,97,1
8618735_3339684_pos1_crop327.png,58,30,1
8618735_3339684_pos2_crop328.png,410,282,1
8618735_3339684_pos3_crop329.png,280,44,1
8621487_3279146_pos0_crop330.png,24,513,1
8613232_3364449_pos0_crop331.png,440,415,1
8618735_3347939_pos0_crop332.png,604,544,1
8604977_3353442_pos0_crop333.png,477,519,1
8604977_3353442_pos1_crop334.png,108,514,1
8604977_3353442_pos2_crop335.png,378,263,1
8604977_3353442_pos3_crop336.png,54,260,1
8604977_3353442_pos4_crop337.png,53,260,1
8604977_3353442_pos5_crop338.png,285,116,1
8604977_3353442_pos6_crop339.png,162,74,1
8637998_3303911_pos0_crop340.png,252,544,1
8637998_3303911_pos1_crop341.png,345,487,1
8637998_3303911_pos2_crop342.png,362,285,1
8637998_3303911_pos3_crop343.png,365,239,1
8615984_3287401_pos0_crop344.png,315,159,1
8615984_3287401_pos1_crop345.png,283,134,1
8560949_3356194_pos0_crop346.png,66,194,1
8591218_3358946_pos0_crop347.png,139,276,1
8621487_3339684_pos0_crop348.png,95,236,1
8621487_3339684_pos1_crop349.png,192,148,1
8621487_3339684_pos2_crop350.png,64,53,1
8613232_3342435_pos0_crop351.png,73,577,1
8613232_3342435_pos1_crop352.png,250,360,1
8613232_3342435_pos2_crop353.png,69,323,1
8613232_3342435_pos3_crop354.png,30,86,1
8615984_3279146_pos0_crop355.png,590,462,1
8615984_3279146_pos1_crop356.png,606,308,1
8615984_3279146_pos2_crop357.png,589,252,1
8615984_3279146_pos3_crop358.png,411,250,1
8615984_3279146_pos4_crop359.png,335,215,1
8615984_3279146_pos5_crop360.png,508,210,1
8615984_3279146_pos6_crop361.png,291,182,1
8615984_3279146_pos7_crop362.png,619,175,1
8615984_3279146_pos8_crop363.png,447,175,1
8615984_3279146_pos9_crop364.png,183,174,1
8615984_3279146_pos10_crop365.png,426,172,1
8615984_3279146_pos11_crop366.png,260,172,1
8615984_3279146_pos12_crop367.png,479,160,1
8615984_3279146_pos13_crop368.png,298,147,1
8615984_3279146_pos14_crop369.png,597,123,1
8615984_3279146_pos15_crop370.png,266,67,1
8615984_3279146_pos16_crop371.png,346,64,1
8615984_3279146_pos17_crop372.png,460,37,1
8615984_3279146_pos18_crop373.png,346,30,1
8629742_3317670_pos0_crop374.png,326,367,1
8558197_3361698_pos0_crop375.png,272,316,1
8558197_3361698_pos1_crop376.png,399,296,1
8558197_3361698_pos2_crop377.png,411,273,1
8558197_3361698_pos3_crop378.png,175,264,1
8558197_3361698_pos4_crop379.png,133,233,1
8610480_3276394_pos0_crop380.png,263,85,1
8602225_3367201_pos0_crop381.png,275,303,1
8602225_3367201_pos1_crop382.png,181,271,1
8602225_3367201_pos2_crop383.png,149,48,1
8574708_3358946_pos0_crop384.png,477,617,1
8574708_3358946_pos1_crop385.png,337,513,1
8574708_3358946_pos2_crop386.png,408,234,1
8574708_3358946_pos3_crop387.png,615,156,1
8574708_3358946_pos4_crop388.png,556,149,1
8574708_3358946_pos5_crop389.png,581,112,1
8574708_3358946_pos6_crop390.png,622,31,1
8618735_3372705_pos0_crop391.png,308,543,1
8560949_3328677_pos0_crop392.png,150,240,1
8560949_3328677_pos1_crop393.png,57,21,1
8615984_3361698_pos0_crop394.png,54,45,1
8613232_3347939_pos0_crop395.png,89,535,1
8613232_3347939_pos1_crop396.png,149,524,1
8613232_3347939_pos2_crop397.png,199,523,1
8613232_3347939_pos3_crop398.png,125,514,1
8613232_3347939_pos4_crop399.png,259,492,1
8613232_3347939_pos5_crop400.png,87,479,1
8613232_3347939_pos6_crop401.png,167,461,1
8613232_3347939_pos7_crop402.png,32,456,1
8613232_3347939_pos8_crop403.png,122,425,1
8613232_3347939_pos9_crop404.png,103,273,1
8613232_3347939_pos10_crop405.png,215,214,1
8613232_3347939_pos11_crop406.png,54,136,1
8613232_3347939_pos12_crop407.png,62,46,1
8613232_3347939_pos13_crop408.png,61,45,1
8613232_3339684_pos0_crop409.png,74,149,1
8566453_3356194_pos0_crop410.png,335,213,1
8566453_3356194_pos1_crop411.png,292,130,1
8566453_3356194_pos2_crop412.png,370,125,1
8566453_3356194_pos3_crop413.png,371,123,1
8566453_3356194_pos4_crop414.png,540,96,1
8566453_3356194_pos5_crop415.png,308,63,1
8566453_3356194_pos6_crop416.png,573,32,1
8621487_3369953_pos0_crop417.png,322,227,1
8621487_3369953_pos1_crop418.png,189,178,1
8621487_3369953_pos2_crop419.png,254,101,1
8621487_3369953_pos3_crop420.png,148,38,1
8629742_3353442_pos0_crop421.png,532,615,1
8629742_3353442_pos1_crop422.png,586,160,1
8629742_3353442_pos2_crop423.png,455,110,1
8629742_3353442_pos3_crop424.png,511,104,1
8558197_3369953_pos0_crop425.png,485,486,1
8558197_3369953_pos1_crop426.png,448,482,1
8558197_3369953_pos2_crop427.png,486,439,1
8577459_3364449_pos0_crop428.png,158,630,1
8615984_3290153_pos0_crop429.png,285,312,1
8615984_3290153_pos1_crop430.png,124,167,1
8615984_3290153_pos2_crop431.png,119,138,1
8615984_3290153_pos3_crop432.png,228,93,1
8615984_3290153_pos4_crop433.png,165,38,1
8615984_3290153_pos5_crop434.png,165,37,1
8618735_3356194_pos0_crop435.png,404,409,1
8618735_3356194_pos1_crop436.png,569,382,1
8618735_3356194_pos2_crop437.png,452,267,1
8618735_3356194_pos3_crop438.png,486,115,1
8599473_3367201_pos0_crop439.png,542,311,1
8599473_3367201_pos1_crop440.png,487,271,1
8599473_3367201_pos2_crop441.png,540,56,1
8599473_3367201_pos3_crop442.png,514,41,1
8618735_3276394_pos0_crop443.png,244,547,1
8618735_3276394_pos1_crop444.png,164,237,1
8618735_3276394_pos2_crop445.png,113,90,1
8618735_3276394_pos3_crop446.png,259,89,1
8618735_3276394_pos4_crop447.png,262,62,1
8618735_3276394_pos5_crop448.png,340,378,1
8618735_3276394_pos6_crop449.png,300,271,1
8618735_3276394_pos7_crop450.png,413,145,1
8618735_3276394_pos8_crop451.png,290,62,1
8618735_3276394_pos9_crop452.png,331,52,1
8637998_3347939_pos0_crop453.png,264,602,1
8637998_3347939_pos1_crop454.png,333,540,1
8637998_3347939_pos2_crop455.png,180,539,1
8637998_3347939_pos3_crop456.png,517,520,1
8637998_3347939_pos4_crop457.png,266,467,1
8637998_3347939_pos5_crop458.png,125,446,1
8637998_3347939_pos6_crop459.png,53,383,1
8637998_3347939_pos7_crop460.png,232,288,1
8635246_3298408_pos0_crop461.png,583,514,1
8618735_3350691_pos0_crop462.png,539,509,1
8618735_3350691_pos1_crop463.png,309,268,1
8637998_3361698_pos0_crop464.png,514,211,1
8618735_3345187_pos0_crop465.png,276,594,1
8618735_3345187_pos1_crop466.png,610,487,1
8618735_3345187_pos2_crop467.png,561,469,1
8618735_3345187_pos3_crop468.png,257,574,1
8604977_3367201_pos0_crop469.png,119,600,1
8604977_3367201_pos1_crop470.png,142,311,1
8604977_3367201_pos2_crop471.png,98,58,1
8560949_3350691_pos0_crop472.png,573,432,1
8560949_3350691_pos1_crop473.png,617,356,1
8618735_3364449_pos0_crop474.png,123,116,1
8610480_3369953_pos0_crop475.png,276,309,1
8610480_3369953_pos1_crop476.png,376,266,1
8604977_3364449_pos0_crop477.png,351,346,1
8604977_3364449_pos1_crop478.png,119,24,1
8640749_3298408_pos0_crop479.png,553,109,1
8610480_3347939_pos0_crop480.png,407,516,1
8610480_3347939_pos1_crop481.png,169,501,1
8610480_3347939_pos2_crop482.png,608,456,1
8610480_3347939_pos3_crop483.png,574,139,1
8610480_3347939_pos4_crop484.png,554,27,1
8610480_3347939_pos5_crop485.png,314,259,1
8610480_3347939_pos6_crop486.png,447,240,1
8610480_3347939_pos7_crop487.png,504,215,1
8610480_3347939_pos8_crop488.png,440,192,1
8610480_3347939_pos9_crop489.png,314,145,1
8613232_3367201_pos0_crop490.png,495,303,1
8629742_3350691_pos0_crop491.png,561,330,1
8629742_3350691_pos1_crop492.png,582,123,1
8629742_3350691_pos2_crop493.png,541,99,1
8629742_3350691_pos3_crop494.png,618,82,1
8629742_3350691_pos4_crop495.png,532,39,1
8621487_3347939_pos0_crop496.png,299,266,1
8621487_3347939_pos1_crop497.png,321,172,1
8621487_3347939_pos2_crop498.png,271,88,1
8621487_3347939_pos3_crop499.png,120,588,1
8621487_3347939_pos4_crop500.png,61,575,1
8621487_3347939_pos5_crop501.png,28,544,1
8602225_3353442_pos0_crop502.png,346,13,1
8560949_3342435_pos0_crop503.png,610,120,1
8560949_3342435_pos1_crop504.png,586,96,1
8560949_3342435_pos2_crop505.png,555,51,1
8610480_3287401_pos0_crop506.png,524,361,1
8621487_3372705_pos0_crop507.png,270,575,1
8621487_3372705_pos1_crop508.png,148,614,1
8640749_3301159_pos0_crop509.png,282,364,1
8602225_3276394_pos0_crop510.png,331,85,1
8610480_3339684_pos0_crop511.png,509,203,1
8610480_3350691_pos0_crop512.png,554,603,1
8610480_3350691_pos1_crop513.png,280,575,1
8610480_3350691_pos2_crop514.png,298,545,1
8610480_3350691_pos3_crop515.png,463,509,1
8610480_3350691_pos4_crop516.png,391,502,1
8610480_3350691_pos5_crop517.png,391,447,1
8610480_3350691_pos6_crop518.png,380,420,1
8610480_3350691_pos7_crop519.png,218,297,1
8610480_3350691_pos8_crop520.png,301,271,1
8610480_3350691_pos9_crop521.png,140,222,1
8610480_3350691_pos10_crop522.png,309,215,1
8615984_3276394_pos0_crop523.png,382,446,1
8615984_3276394_pos1_crop524.png,346,352,1
8615984_3276394_pos2_crop525.png,208,267,1
8615984_3276394_pos3_crop526.png,12,209,1
8602225_3372705_pos0_crop527.png,227,442,1
8602225_3372705_pos1_crop528.png,130,340,1
8563701_3369953_pos0_crop529.png,63,449,1
8563701_3369953_pos1_crop530.png,21,371,1
8618735_3367201_pos0_crop531.png,156,511,1
8618735_3367201_pos1_crop532.png,125,221,1
8618735_3367201_pos2_crop533.png,140,182,1
8618735_3367201_pos3_crop534.png,516,215,1
8604977_3372705_pos0_crop535.png,296,560,1
8613232_3361698_pos0_crop536.png,386,486,1
8604977_3356194_pos0_crop537.png,125,337,1
8604977_3356194_pos1_crop538.png,300,321,1
8604977_3356194_pos2_crop539.png,205,292,1
8604977_3356194_pos3_crop540.png,44,41,1
8599473_3369953_pos0_crop541.png,514,617,1
8599473_3369953_pos1_crop542.png,373,509,1
8599473_3369953_pos2_crop543.png,349,192,1
8599473_3369953_pos3_crop544.png,28,183,1
8613232_3301159_pos0_crop545.png,435,464,1
8613232_3301159_pos1_crop546.png,451,360,1
8613232_3301159_pos2_crop547.png,329,277,1
8613232_3301159_pos3_crop548.png,536,119,1
8607729_3281897_pos0_crop549.png,544,589,1
8607729_3281897_pos1_crop550.png,583,566,1
8607729_3281897_pos2_crop551.png,554,484,1
8607729_3281897_pos3_crop552.png,476,458,1
8607729_3281897_pos4_crop553.png,434,310,1
8607729_3281897_pos5_crop554.png,355,305,1
8607729_3281897_pos6_crop555.png,531,218,1
8607729_3281897_pos7_crop556.png,450,203,1
8607729_3279146_pos0_crop557.png,544,13,1
8566453_3350691_pos0_crop558.png,107,561,1
8566453_3350691_pos1_crop559.png,49,25,1
8563701_3350691_pos0_crop560.png,41,356,1
8563701_3350691_pos1_crop561.png,426,513,1
8563701_3350691_pos2_crop562.png,269,481,1
8563701_3350691_pos3_crop563.png,221,365,1
8563701_3350691_pos4_crop564.png,150,188,1
8563701_3350691_pos5_crop565.png,247,171,1
8563701_3350691_pos6_crop566.png,150,146,1
8563701_3350691_pos7_crop567.png,288,139,1
8563701_3350691_pos8_crop568.png,520,117,1
8563701_3350691_pos9_crop569.png,103,111,1
8563701_3350691_pos10_crop570.png,128,104,1
8563701_3350691_pos11_crop571.png,625,25,1
8563701_3350691_pos12_crop572.png,131,10,1
8563701_3350691_pos13_crop573.png,131,10,1
8563701_3350691_pos14_crop574.png,131,10,1
8637998_3314918_pos0_crop575.png,574,379,1
8637998_3314918_pos1_crop576.png,591,363,1
8637998_3314918_pos2_crop577.png,430,338,1
8637998_3314918_pos3_crop578.png,541,307,1
8637998_3314918_pos4_crop579.png,515,112,1
8637998_3314918_pos5_crop580.png,546,84,1
8637998_3314918_pos6_crop581.png,397,64,1
